sample_id,comment_count_t1,comment_count_t2,comment_count_t3,comment_count_t4,comment_count_t5,comment_count_t6,comment_count_t7,comment_count_t8,pos_comment_ratio_t1,pos_comment_ratio_t2,pos_comment_ratio_t3,pos_comment_ratio_t4,pos_comment_ratio_t5,pos_comment_ratio_t6,pos_comment_ratio_t7,pos_comment_ratio_t8,video_title,comment_words,label
BV123456_12,87,82,98,92,19,47,70,65,0.3103,0.5122,0.5102,0.4348,0.2632,0.4681,0.3571,0.2615,暴雨引发洪水，快递包裹和货车被冲跑,快递26 反正3 不是5 东西2 回复36 出去3 有人3 没事3 货物3 一定3 还好3 发货3 泡水3 脱单4 电脑2 大哭5 已经4 洪水4 情况2 适用2 小雨4 雨水2 地面2 办法2 及时2 持续时间3 降雨3 土地2 蓄水2 能力2 排水5 降水2 问题3 属于2 包裹4 应该4 宇宙2 万年2 单身贵族2 绝对2 吃瓜3 房子3 容易2 冲走6 意思2 可能3 冲烂2 物品2 这种3 直接3 商家5 地道2 被淹3 物流3 泥石流2 五十2 万吨2 送达2 不可抗力2 卖家3 承担3 西方2 甩麦2 没有5 差劲2 海淀4 路面2 积水4 如是2 如今2 仓库3 多多2 离谱2 不了2 不好2 通知书2 赶紧3 盲盒3 台风3 火箭5 耀耀4 知道3 山体2 滑坡2 岩石2 土壤2 不要2 一次2 起来2 问问2 水库3 突然2 包装2 信息2 只能2 保险3 站点2 赔偿2 派件2 不到2 平台2 买家2 大水2 签收2 没关系2 北京8 不会5 河南2 门头沟2 农村3 眼睛4 就算2 几天2 生活2 城市3 设施2 键盘2 嘲讽2 存放2 责任3 担心2,
